website,business_name,address,phone,fax,mobile,full_service_categories
www.aussietermites.com,Aussie Termites & Pest Management,Logan Village QLD 4207,07 5543 1672,,0413745359,"Inspections - Pest,General Inspection Reports,Termites,Thermal Imaging,Pest Control,Rodent Control,Fleas,Cockroaches,Ants,Vermin,Termites,Spiders"
,Aussie Sweeping,Swan View WA 6056,,,0487279593,"Cleaning Services - Commercial,Exterior Cleaning,High Pressure Cleaning,Builder Clean Ups,Graffiti Removal,Office Cleaning"
www.aussietradesmen.com.au,Aussie Tradesmen,FORDE ACT 2914,0439874000,,0439874000,"Carpenters,Decking,Doors,Architraves,Windows,Skirting,Doors,Door Installation,Door Replacement,Frame Installation,Door Repairs,Garden Maintenance,Garden Rubbish Removal,Pruning & Trimming,Gardening,Slashing,Weed Control,Garden Cleanup,Fertilising,Handyman,Basic Concreting,Lock Repairs,Basic Tiling,Picture & Mirror Hanging,Basic Carpentry,Basic Garden Jobs,Basic Plastering,Basic Bricklaying,Furniture Assembly,Basic Painting,Basic Paving,Window & Door Repairs,Odd Jobs,Basic Fencing,Pressure Cleaning,Brick Cleaning,Driveway Clean,Graffiti Removal,Paving Clean,Pool Cleaning"
aussiestyle.com.auu002F,Aussie Style Carpet Cleaning,Lurnea NSW 2170,1300 493 081,,0413 942 285,"Carpet & Upholstery Cleaning,Sanitising & Deoderising,Carpet Steam Cleaning,Carpet Dry Cleaning,Upholstery Cleaning,Rug Cleaning,Carpet & Fabric Protection,Carpet Repair & Laying,Overlocking,Tilers,Tile & Grout Cleaning"
www.aussiestylepatios.com.au,Aussie Style Patios,THORNLIE WA 6108,,,0415 041 834,"Carports,Builder,Suppliers,Patios,Material Supplies,Builders,Patio Suppliers,Patio Screens, Windows & Doors,Repairs,Roof Repairs,General Maintenance,Metal & Colorbond Roof Repairs,Roof Tile Replacement,Roofing,Roofing Material Suppliers,Roofing Contractors,Metal & Colorbond Roofing"
,Aussie Technology Services,Jillaby NSW 2259,0243291530,,0438668151,Equipment Hire
www.aussiestumpgrinders.com.auu002F,aussie stump grinders,Kambah ACT 2902,0419887988,,0419887988,"Tree Felling,Stump Grinding"
,Aussie Stump Mulchers,lockleys SA 5032,,,0418 220 747,"Arborist,Stump Removal,Tree Felling,Stump Grinding"
,Aussie Stump Buster,"11 Honey Gem PL, Coolum Beach QLD 4573",,,0408 360 828,Tree Felling
,Aussie Strip Out & Demolition Services,Arncliffe NSW 2205,,,0421 099 992,"Demolition,Without Salvage Rights,With Salvage Rights,Strip Outs,Garden Maintenance,Garden Cleanup,Garden Rubbish Removal,Rubbish Removal,Rubbish Removal Service"
,Aussie Structural Engineers,Kings Park NSW 2148,0431693585,,0416747645,Engineering - Structural
,Aussie Sparks Electrical,New Gisbon VIC 3438,,,0438 261 221,"Electricians,Security Lighting,New Homes,Safety Switches,Home Entertainment System,Rewiring,Home Automation,Repairs,Data Cabling,Renovations,Test & Tag,Lighting,Power Points,Switchboards,New Installations,Hot Water Systems,Electric,IKEA Lighting Installation and Assembly"
,Aussie Steel Bricklaying Pty Ltd,Doveton VIC 3177,0410100786,,0410100786,"Bricklaying,Piering,Brick Pointing,Brick Fences,Extensions,Alterations & Additions,New Building,Cladding,Brick,Fencing,Brick"
www.aussiesolargroup.com,Aussie Solar Group,Nerang QLD 4211,,,0401155937,Solar Power Accessories
,AUSSIE SKIP BIN HIRE PTY LTD,DONNYBROOK VIC 3064,0416662792,,0416662792,"Rubbish Removal,Skip & Bin Hire,Skip & Truck Hire,Mini Skip Bin Hire,Skip Hire"
,Aussie Showerscreens,Applecross WA 6151,,,0414 149 990,"Bathroom,Complete Bathroom Renovation,Fencing,Glass,Fencing Suppliers,Garden Fencing Suppliers,Glass & Glazing,Glazing,Glass Replacement,Glass Installations,Splashbacks,Glass Bricks,Glass Cutting,Glass Balustrades,Mirrors,Pool Fencing,Glass Pool Fencing,Installation,Shower Screens,Repairs,Frameless Shower Screens,Suppliers,Custom Design,Replacement"
,Aussie Sheds On Line,Rutherford NSW 2320,,,0414322051,"Carports,Drafter,Suppliers,Drafting,New Home,Garages,Carports,Extensions & Additions,Sheds,Suppliers,Shed Builders"
www.aussiescaffoldsolutions.com.auu002F,Aussie Scaffold Solutions,COFFS HARBOUR NSW 2450,,,0423367919,"Fencing,Temporary,Scaffolding,Hire Services,Erecting & Dismantling,Suppliers"
www.aussieskipbags.com.au,Aussie Skip Bags (Toowoomba),"19 Diagonal ST, South Toowoomba QLD 4350",1300586548,,0400 140 983,"Rubbish Removal,Skip & Bin Hire,Rubbish Removal Service,Skip & Truck Hire,Mini Skip Bin Hire,Skip Hire"
www.aussieindustries.com.au,Aussie Skips,"Unit 5, 84-108 Madeline ST, Strathfield South NSW 2136",1300110011,02 97423300,,"Rubbish Removal,Skip & Bin Hire,Rubbish Removal Service,Skip & Truck Hire,Mini Skip Bin Hire,Skip Hire"
,AUSSIE SEVEN CLEANING COMPANY,Shailer Park QLD 4113,,,0425213218,"Cleaning,One Off Clean,Rental Bond & Move Out Clean,Oven Cleaning,Home Cleaners,Washing & Ironing,Tile & Grout,Duct Cleaning,BBQ Cleaning,Cleaning Services - Commercial,Builder Clean Ups,Graffiti Removal,Office Cleaning"
www.aussiesatantennas.com.au,Aussie Sat TV Antennas,,,0242948777,0418262925,"Antenna Services,Digital TV Points,Foxtel, TV & Satellite,Home Theatre,Design & Install For New Premises,Design & Install For Existing Premises,Speakers,Televisions,Trouble Shooting Service"
www.aussieguttering.com.au,Aussie Roofing & Guttering,Miranda NSW 2228,,,0410 607 262,"Gutter Cleaning,Roof Gutters,Commercial,Gutter Protection,Gutter Suppliers,Roof Repairs,General Maintenance,Restoration,Metal & Colorbond Roof Repairs,Roof Tile Replacement,Repointing,Roofing,Roofing Contractors,Metal & Colorbond Roofing,Roofing Material Suppliers,Bedding & Pointing,Tilers,Roof Tiling"
,Aussie Roof Vac & Insulation,GREENACRE NSW 2190,0407725599,,0407725599,"Insulation,Supply & Install Ceiling Insulation,Supply & Install Floor Insulation,Supply & Install Wall Insulation,Supply & Install Roof Insulation,Supply"
www.aussierock.netu002F,Aussie Rock Landscape & Construction,Alstonville NSW 2477,,,0429701442,"Landscaping & Gardening,Landscape Construction"
www.ricestraw.net,Aussie Rice Straw,"1265 Goulbourn Valley HWY, Tallygaroopna VIC 3634",,,0407 298 240,Garden Supplies
,Aussie Rice Straw Mulch,,0407298240,,0448 778 729,
web.facebook.comu002Faussierenderingu002F,Aussie Rendering and Patching Pty Ltd,Mascot NSW 2020,0447740953,,0473249869,"Cleaning Services - Commercial,Office Cleaning,Render,Rendering,Acrylic Render,Cement Render,Bagging"
,Aussie Removals WA,Joondalup WA 6027,,,0430391618,"Furniture Removal,Corporate Move,Small Move,House Move"
,Aussie River Turf Sales,Rockhampton QLD 4700,,,0439344881,"Lawn & Turf,Laying,Supply"
,Aussie Refurbish,Williamstown VIC 3016,0412208842,,0412208842,"Garden Maintenance,Gardening,Handyman,Basic Plastering,Basic Painting,Odd Jobs,Lock Repairs,Basic Paving,Basic Garden Jobs,Basic Tiling,Window & Door Repairs,Shower Base Repair,Timber Flooring,Timber Floor Coatings,Solid Timber Floor Installation,Floating Timber Floor Installation,Timber Floor Installation,Timber Floor Repairs"
,Aussie Quality Cleaning Group,Murumbeena VIC 3163,,,0422745110,"Cleaning,Rental Bond & Move Out Clean,Home Cleaners,Oven Cleaning,Tile & Grout,One Off Clean,Cleaning Services - Commercial,Builder Clean Ups,Office Cleaning"
,Aussie Pride Cleaning Services,"11 Whipbird ST, Bellbird Park QLD 4300",,,0423511551,"Cleaning,Cleaning Services - Commercial,Builder Clean Ups,Office Cleaning"
www.aussierainbow.com.au,AUSSIE RAINBOW PTY LTD,Castle Hill  NSW 2154,,,0432 572 111,"Painters,Roof,Exterior Timber Maintenance,Exterior,Interior,Special Finishes,Commercial"
www.aussiepowersolutions.com,Aussie Power Solutions Pty Ltd,"8u002F51 Albatross ST, Winnellie NT 820",,,0403497051,"Electricians,Switchboards"
,Aussie Pools,Warragul VIC 3820,0356344243,,,"Pool Maintenance,Servicing,Maintenance & Repairs,Pool Cleaning Service"
,Aussie Pressure & Cleaning Service,,02 6792 3480,,,"Cleaning,Pressure Cleaning"
,Aussie Plumbing Services,Tuggeranong ACT 2901,,,0411115118,"Gas Fitters,Gas Repairs,Gas Installation,Heaters,Gas Heaters,Heating Systems,Ducted Gas Heating,Hot Water Systems,Gas,Plumbers,Drain Repairs,Home Renovations,Toilet Repairs,New Drains,General Maintenance,Toilet Installation,24/7 Emergency Plumbers,Blocked Drains,Hot Water Unit Installation,Plumbing Installation,Hot Water Unit Repairs,Rain Water Tank Installation"
,AUSSIE PLUMBING & EXCAVATION PTY LTD,NORTH ROCKS NSW 2151,0416389551,,0416389551,"Plumbers,Plumbing Installation,Blocked Drains,Home Renovations,Rain Water Tank Installation,Backflow Systems,Grey Water Systems,Toilet Repairs,Grease Traps,Toilet Installation,General Maintenance,New Homes,Solar Hot Water,Drain Repairs,Hot Water Unit Installation,24/7 Emergency Plumbers,New Drains,Hot Water Unit Repairs"
www.aussieplumbinggutters.com.au,Aussie Plumbing & Gutters,South Melbourne VIC 3205,,,0438769702,"Guttering,Repairs,Install Steel Gutters,Install Downpipes,Install Gutters,Roof Materials ,Roof Accessories,Roof Repairs,Roof Tile Replacement,Repointing,General Maintenance,Restoration,Metal & Colorbond Roof Repairs,Roofing,Metal & Colorbond Roofing,Tiled Roofing,Roofing Material Suppliers,Bedding & Pointing,Roofing Contractors"
www.aussiepestcontrol.com.auu002F,Aussie Pest Control,Maroochydore QLD 4558,0754433035,,0418711323,"Pest Control,Fleas,Spiders,Preconstruction Treatments,Cockroaches,Snake Removal,Birds,Bee Removal,Silverfish,Bed Bugs,Ants,Rabbit Control,Wasp Removal,Rodent Control,Vermin,Possums,Termites,Pest Control Products"
,Aussie Plastering,,,07 55 692425,0401 467 274,Plastering & Gyprock
,Aussie Painting Services,Williamstown VIC 3016,,,0403 590 175,"Painters,Exterior Timber Maintenance,Fence Painting,Exterior,Spray Painting,Interior,Special Finishes,Commercial,Colour Consulting"
,Aussie Paul Asbestos Removal,Burnside Heights VIC 3023,,,0433 343 162,"Asbestos Removal,Site Decontamination,Inspections,Emergency Removal,Commercial,Small Clean-Ups"
,Aussie Paving & Excavations,Port Elliot SA,,,,"Equipment Hire,Bobcat,Lawn & Turf,Laying,Supply,Paving,Paths,Garden Edges,Pool Areas,Patios,Driveways,Paving Supply,Stone Pavers,Concrete Pavers"
www.aussieovenclean.com.au,Aussie Oven Clean,Thornlands QLD 4164,0491112847,,,"Cleaning,Oven Cleaning,BBQ Cleaning"
www.aussieoutdoor.com.au,Aussie Outdoor NSW,Schofields NSW 2762,,,0451535259,"Blinds Suppliers,Timber Blinds,Roller Blinds,PVC Cafe Blinds,Outdoor"
www.aussiepaintersdirect.com.au,Aussie Painters Direct,Chandler QLD 4155,07 3245 2886,,0408 782 995,"Decking,Sealing & Finishing,Floor Coatings,Wooden Staining,Antislip Surfacing,Epoxy Floor Coating,Painters,Interior,Special Finishes,Commercial,Roof,Exterior Timber Maintenance,Fence Painting,Exterior,Spray Painting"
www.aussieoutdoorcreations.com.au,Aussie Outdoor Creations Pty Ltd,Moffat Beach QLD 4551,,,0411037957,"Decking,Timber Decking,Suppliers,Decking Materials,Sealing & Finishing,Construction,Composite Decking,Patios,Patio Suppliers,Material Supplies,Patio Cover Suppliers,Builders,Patio Cover Installations,Repairs,Pergolas,Custom Design,Pergola Covers,Metal Pergola Builders,Timber Pergola Builders,Pergola Screens, Windows & Doors,Including Council Approval Service,Construction"
www.aussieoutdoor.com.au,Aussie Outdoor Australia,"Enter via Vinnicombe Drive, Unit 8u002F126 Bannister RD, Canning Vale WA 6155",08 6253 8278,,0415 111 978,"Blinds Suppliers,PVC Cafe Blinds,Outdoor"
aussieoutdoor.com.auu002F,Aussie Outdoor Alfresco/Cafe Blinds,Mandurah WA 6210,0897211222,,0428845251-Helen,"Blinds Suppliers,PVC Cafe Blinds,Outdoor"
www.aussieoutdoor.com.au,Aussie Outdoor Alfresco/Cafe Blinds Midland,Midvale WA 6056,0892740555,,,"Blinds,Installers,Full Service,Blinds Suppliers,Outdoor"
aussieoutdoorliving.com.auu002F,Aussie Outdoor Living,"5u002F276 New Line RD, Dural NSW 2158",1300 789 169,,0437 360 894,"Patios,Patio Cover Installations,Builders,Pergolas,Pergola Covers,Metal Pergola Builders,Including Council Approval Service,Construction,Custom Design,Verandahs"
,Aussie Modern Solar,Naracoorte SA 5271,,,0447693899,"Solar Power,Solar Panel Cleaners,Solar Power Accessories"
,Aussie Organics,,08 9525 2598,,0407 909 644,"Garden Supplies,Delivery Service,Suppliers,Nurseries,Plants"
aussieoutbackrenos.com.au,Aussie Outback Renos,South Brisbane QLD 4101,,,0439718667,"Carpenters,Architraves,Decking,Skirting,Renovations,House Frames,Ramps,Doors,Handrails,Formwork,Windows,Carports,Builder,Suppliers,Carpenter,Decking,Suppliers,Sealing & Finishing,Construction,Composite Decking,Timber Decking,Pergolas,Construction,Custom Design,Metal Pergola Builders,Timber Pergola Builders,Tilers,Outdoor Paving,Bathroom Tiling,Kitchen Tiling,Wall Tiling,Floor Tiling,Tile Removal,Tile & Grout Cleaning,Mosaic,Tile Resurfacing"
,Aussie North Transport,Gulfview Heights SA 5096,,,0422360747,"Furniture Removal,Corporate Move,Interstate,Including Packing & Unpacking,Small Move,Skip & Truck Hire,Truck & Ute Hire"
,Aussie Mow,Woden ACT 2606,,02 6282 5566,0403 160 812,"Garden Maintenance,Landscaping & Gardening,Lawn Mowing"
,Aussie Metro Fencing,NOBLE PARK VIC 3174,0458 120 408 ,,0458 120 408 ,"Fencing,Vinyl,Steel,Brick,Bamboo,Colorbond Fencing,Timber,Aluminium,General Contractor"
,Aussie Maid Cleaning,"9 Percival AVE, Appin NSW 2560",,,0419 182 765,"Cleaning,One Off Clean,Rental Bond & Move Out Clean,Home Cleaners"
,Aussie Mate Cleaning Pty Ltd,Pendle Hill NSW 2145,,,0433327556,"Cleaning,One Off Clean,Rental Bond & Move Out Clean,Home Cleaners,Oven Cleaning,Tile & Grout,Duct Cleaning,BBQ Cleaning,Cleaning Services - Commercial,High Pressure Cleaning,Builder Clean Ups,Office Cleaning"
aussielockandkey.com,Aussie Lock & Key,"7u002F33 Meadow CRS, Sydney NSW 2114",,,0458006000,"Locksmiths,Lockouts,Electronic & Biometric Locks,24/7 Emergency,Master Key Systems,Safes,Key Cutting,Supply & Install"
,Aussie Lifestyle Homes,VICTORIA POINT WEST QLD 4165,07 3207 0653,07 3207 0653,0428 197 005,"Building,Carpenters"
aussiemove.com.au,Aussie Move,Melbourne CBD VIC 3148,,,0449627796,"Furniture Removal,Small Move,House Move,Corporate Move,Overseas,Interstate,Including Packing & Unpacking"
,Aussie Landscapes,KINGSVILLE VIC 3012,,,0424 580 227,"Carpenters,Decking,Decking,Composite Decking,Timber Decking,Sealing & Finishing,Construction,Garden Designer,Garden Features,Garden Maintenance,Gardening,Slashing,Weed Control,Fertilising,Garden Cleanup,Pruning & Trimming,Garden Rubbish Removal,Gazebo,Construction,Design & Build,Handyman,Basic Bricklaying,Basic Paving,Basic Fencing,Basic Garden Jobs,Irrigation Systems,Drip Irrigation Systems,Landscaping & Gardening,Project Management,Landscape Construction,Landscape Design,Horticulture,Lawn & Turf,Synthetic Turf Supply & Install,Laying,Supply,Disease And Pest Management,Natural Stone,Paving,Pool Areas,Patios,Driveways,Paths,Garden Edges,Pergolas,Custom Design,Pergola Screens, Windows & Doors,Timber Pergola Builders,Including Council Approval Service,Construction,Retaining Walls,Timber Retaining Walls,Tilers,Outdoor Paving,Water Features,Construction,Suppliers,Installation,Custom Design"
www.aussiehoist.com.au,Aussie Lift & Shift,Moorebank NSW 2170,1300002654,,0415577499,"Equipment Hire,Crane,Access Equipment,Bobcat"
,Aussie Kitchen And Bathroom Solutions,Innaloo WA 6018,,,0449207286,"Bathroom,Complete Bathroom Renovation,Gas Fitters,Gas Repairs,Gas Installation,Kitchen,Kitchen Renovation,Plumbers,Drain Repairs,Home Renovations,Rain Water Tank Installation,New Drains,Grey Water Systems,Toilet Repairs,Blocked Drains,Grease Traps,Toilet Installation,Backflow Systems,General Maintenance,New Homes,Solar Hot Water,Hot Water Unit Installation,24/7 Emergency Plumbers,Hot Water Unit Repairs,Plumbing Installation"
,Aussie Kerb,Fishing Point NSW 2283,,,0420251070,"Concrete Kerbs,Install Garden Edges,Install Driveway Edges,Suppliers,Install Car Park Kerbs,Excavation,Earth Moving,Trenching,Pit Installation"
,Aussie Jams Fencing Specialist,Dicky Beach QLD 4551,,,0404399558,"Fencing,Security,Aluminium,Glass,Steel,Timber,Colorbond Fencing,Retaining Walls,Timber Retaining Walls,Stone Retaining Walls,Concrete Retaining Walls"
,Aussie Joe's Home Maintenance,"12 Tidy CL, Jervis Bay ACT 2540",,,0427899417,"Handyman,Basic Painting,Basic Paving,Odd Jobs,Picture & Mirror Hanging,Lock Repairs,Welding,Furniture Assembly,Basic Tiling,Basic Carpentry,Shower Base Repair,Basic Plastering"
,Aussie Installations,Alexandra Hills QLD 4159,,,0412719597,"Bathroom,Complete Bathroom Renovation,Carpenters,Decking,Renovations,House Frames,Architraves,Ramps,Skirting,Doors,Handrails,Formwork,Windows,Joinery,Shop & Office Fitouts,Bathroom,Windows & Doors,Kitchens,Kitchen,Kitchen Renovation,New Kitchen"
aussiehousewash.com.au,Aussie Housewash,Deception Bay QLD 4508,0732042055,,,"Concreting,Cleaning,Pressure Cleaning,Paving Clean,Brick Cleaning,Driveway Clean,Graffiti Removal"
www.jtsolar.com.au,JT Solar Pty Ltd,Silverwater NSW 2128,0432715353,,0432715353,"Electricians,Solar Power,Back Up Generators,Solar Power,Solar Power Accessories"
,Aussie Home Care Services,Forster NSW 2428,,,0432759058,"Cleaning,Rental Bond & Move Out Clean,Home Cleaners,Tile & Grout,Duct Cleaning,BBQ Cleaning,One Off Clean,Oven Cleaning,Garden Maintenance,Gardening,Garden Cleanup,Weed Control,Garden Rubbish Removal,Fertilising,Slashing,Pruning & Trimming,Handyman,Odd Jobs,Picture & Mirror Hanging,Basic Bricklaying,Lock Repairs,Welding,Basic Garden Jobs,Basic Tiling,Furniture Assembly,Shower Base Repair,Window & Door Repairs,Basic Plastering,Basic Paving,Basic Concreting,Basic Painting,Basic Fencing,Basic Carpentry,Lawn Mowing,Larger Fields,Gardens"
,Aussie Home Additions,Narre Warren VIC 3805,0412839153,,,"Building,Home Extensions,Renovation,Carports,Builder,Decking,Timber Decking,Construction,Extensions & Additions,Ground Floor Extensions,Builders,Patios,Builders,Pergolas,Timber Pergola Builders,Including Council Approval Service,Construction,Custom Design,Verandahs"
,Aussie Green Garden Sacks & Recyclers,Raceview QLD 4305,0738121993,,0412986830,"Garden Maintenance,Garden Rubbish Removal,Rubbish Removal,Rubbish Removal Service"
www.handymansydneyservices.com.auu002F,Aussie Handyman Services,Stuarts Point NSW 2441,,,0438738001,"Bathroom,Basin Installation,Toilet Installation,Tilers,Bath Installation,Cabinet Makers,Shower Installation,Vanity Installation,Design,Builder,Repairs,Bathroom Resurfacing,Handyman,Odd Jobs,Picture & Mirror Hanging,Lock Repairs,Welding,Window & Door Repairs,Basic Tiling,Basic Concreting,Shower Base Repair,Basic Carpentry,Basic Plastering,Basic Paving,Basic Bricklaying,Basic Painting,Basic Fencing"
